"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"274","roda-viva","chico buarque","mpb","tem dias que a gente se sente como quem partiu ou morreu a gente estancou de repente ou foi o mundo então que cresceu a gente quer ter voz ativa no nosso destino mandar mas eis que chega a roda viva e carrega o destino pra lá roda mundo  roda gigante rodamoinho  roda pião o tempo rodou num instante nas voltas do meu coração a gente vai contra a corrente até não poder resistir na volta do barco é que sente o quanto deixou de cumprir faz tempo que a gente cultiva a mais linda roseira que há mas eis que chega a roda viva e carrega a roseira pra lá roda mundo  roda gigante rodamoinho  roda pião o tempo rodou num instante nas voltas do meu coração a roda da saia  a mulata não quer mais rodar  não senhor não posso fazer serenata a roda de samba acabou a gente toma a iniciativa viola na rua  a cantar mas eis que chega a roda viva e carrega a viola pra lá roda mundo  roda gigante rodamoinho  roda pião o tempo rodou num instante nas voltas do meu coração o samba  a viola  a roseira um dia a fogueira queimou foi tudo ilusão passageira que a brisa primeira levou no peito a saudade cativa faz força pro tempo parar mas eis que chega a roda viva e carrega a saudade pra lá roda mundo  roda gigante rodamoinho  roda pião o tempo rodou num instante nas voltas do meu coração roda mundo  roda gigante rodamoinho  roda pião o tempo rodou num instante nas voltas do meu coração roda mundo  roda gigante rodamoinho  roda pião o tempo rodou num instante nas voltas do meu coração","mpb"
"275","pra não dizer que não falei das flores","geraldo vandre","mpb","caminhando e cantando e seguindo a canção somos todos iguais braços dados ou não nas escolas  nas ruas campos  construções caminhando e cantando e seguindo a canção vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer pelos campos  há fome em grandes plantações pelas ruas  marchando indecisos cordões ainda fazem da flor seu mais forte refrão e acreditam nas flores vencendo o canhão vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer há soldados armados amados ou não quase todos perdidos de armas na mão nos quartéis lhes ensinam uma antiga lição de morrer pela pátria e viver sem razão vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer nas escolas  nas ruas campos  construções somos todos soldados armados ou não caminhando e cantando e seguindo a canção somos todos iguais braços dados ou não os amores na mente as flores no chão a certeza na frente a história na mão caminhando e cantando e seguindo a canção aprendendo e ensinando uma nova lição vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer vem  vamos embora que esperar não é saber quem sabe faz a hora não espera acontecer","mpb"
"276","namoradinha de um amigo meu","roberto carlos","mpb","estou amando loucamente a namoradinha de um amigo meu sei que estou errado mas nem mesmo sei como isso aconteceu um dia sem querer  olhei em seu olhar e disfarcei até pra ninguém notar não sei mais o que faço pra ninguém saber que estou gamado assim se os dois souberem nem mesmo sei o que eles vão pensar de mim eu sei que vou sofrer  mas tenho que esquecer o que é dos outros não se deve ter vou procurar alguém que não tenha ninguém pois  comigo aconteceu gostar da namorada de um amigo meu comigo aconteceu gostar da namorada de um amigo meu não sei mais o que faço pra ninguém saber que estou gamado assim se os dois souberem nem mesmo sei o que eles vão pensar de mim eu sei que vou sofrer  mas tenho que esquecer o que é dos outros não se deve ter vou procurar alguém que não tenha ninguém pois  comigo aconteceu gostar da namorada de um amigo meu comigo aconteceu gostar da namorada de um amigo meu","mpb"
"277","doce, doce amor","jerry adriani","mpb","doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar meu bem seja onde for está fazendo uma semana que sem mais e nem menos eu perdi você mas não sei determinar ao certo qual foi a razão meu bem vem me dizer doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar meu bem seja onde for já andei por todos os lugares que antigamente ia te encontrar e nas ruas que passava só lembrava você que foi embora sem me avisar doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar meu bem seja onde for doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar meu bem seja onde for está fazendo uma semana que sem mais e nem menos eu perdi você mas não sei determina ao certo qual foi a razão meu bem vem me dizer doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar meu bem seja onde for doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar meu bem seja onde for doce  doce amor onde tens andado diga por favor doce  doce amor doce  doce amor que eu vou te encontrar","mpb"
"279","país tropical","wilson simonal","mpb","hahahahahahahahahaha em homenagem à graça  à beleza  o charme e o veneno da mulher brasileira moro num país tropical abençoado por deus e bonito por natureza em fevereiro  em fevereiro  tem carnaval  tem carnaval  tenho um fusca e um violão sou flamengo e tenho uma nega chamada teresa moro num país tropical abençoado por deus e bonito por natureza em fevereiro  em fevereiro  tem carnaval  tem carnaval  tenho um fusca e um violão sou flamengo e tenho uma nega chamada teresa sambaby  sambaby posso não ser um band leader  pois é mas lá em casa todos os meus amigos meus camaradinhas  me respeitam  pois é essa é a razão da simpatia  do poder  do algo mais e da alegria por isso eu digo é que moro num país tropical abençoado por deus e bonito por natureza em fevereiro  em fevereiro  tem carnaval  tem carnaval  tenho um fusca e um violão sou flamengo e tenho uma nega chamada teresa sou flamengo e tenho uma nega chamada teresa eu sou flamengo e não desfaço de ninguém mas em cinco brasileiros  seis fãs o flamengo tem ha  ha  ha  ha  mó num pa tropi abençoa por de e boni por nature  ma que bele em fevere  em fevere  tem carna  yeah   tem carna  tenho um fu e um vio sou flame e te uma ne chama tere sou flame e te uma ne chama tere sou flamengo e tenho uma nega chamada teresa sou flamengo e tenho uma nega chamada teresa eu sou flamengo e não desfaço de ninguém mas em cinco brasileiros  seis fãs o flamengo tem ooh sou flamengo e tenho uma nega chamada teresa","mpb"
"280","a rita","chico buarque","mpb","a rita levou meu sorriso no sorriso dela meu assunto levou junto com ela o que me é de direito e arrancou me do peito e tem mais levou seu retrato  seu trapo  seu prato que papel  uma imagem de são francisco e um bom disco de noel a rita matou nosso amor de vingança nem herança deixou não levou um tostão porque não tinha não mas causou perdas e danos levou os meus planos meus pobres enganos os meus vinte anos o meu coração e além de tudo me deixou mudo um violão","mpb"
"282","gatinha manhosa","erasmo carlos","mpb","meu bem já não precisa falar comigo dengosa assim briga só para depois ganhar mil carinhos de mim se eu aumento a voz você faz beicinho e chora baixinho e diz que a emoção dói seu coração já não acredito se você chora dizendo me amar eu sei que na verdade carinhos você quer ganhar um dia  gatinha manhosa eu prendo você no meu coração quero ver você fazer manha então presa no meu coração quero ver você  aah  coração   aah  coração   um dia  gatinha manhosa   eu prendo você  um dia  gatinha manhosa eu prendo você no meu coração quero ver você fazer manha então presa no meu coração quero ver você  aah  coração   aah  coração   aah  aah   um dia  gatinha manhosa   eu prendo você   aah  coração   aah  coração   aah  coração   um dia  gatinha manhosa ","mpb"
"283","pobre menina","leno e lilian","mpb","pobre menina  não tem ninguém pobre menina  não tem ninguém tão pobrezinha  ela mora em um barracão e todo mundo quer magoar seu coração a mim não me interessa quem sejam seu pais porque  pobre menina  eu te quero demais pobre menina  não tem ninguém pobre menina  não tem ninguém vive mal vestida em seu bairro a vagar em toda sua vida só tem feito chorar como num conto de fadas  nós vamos casar então toda a tristeza vai acabar  vai acabar pobre menina  não tem ninguém pobre menina  não tem ninguém","mpb"
"284","pare o casamento (stop the wedding)","wanderléa","mpb","antes de continuar a cerimônia deste casamento se alguém souber de algo que impeça esse matrimônio que fale agora por favor pare agora senhor juiz pare agora senhor juiz eu quero saber sem este amor o que vou fazer pois se o senhor esse homem casar morta de tristeza sei que vou ficar por favor pare agora senhor juiz pare agora senhor juiz este casamento será pra mim todo o meu tormento não faça isso peço por favor pois minha alegria vive desse amor por favor pare agora senhor juiz pare agora senhor juiz eu sei que o senhor é bonzinho por favor ele é tudo o que eu quero é tudo o que eu amo e eu estou certa de que ele também me quer por favor pare agora senhor juiz pare agora por favor pare agora senhor juiz pare agora por favor não me deixe sofrer assim senhor juiz escute me isso não se faz todo mundo sabe que eu amo esse rapaz por favor pare agora senhor juiz pare agora adicionar aos favoritos adicionar à playlist tamanho do texto cifra imprimir corrigir rolagem automática composição  k  young   resnick   luiz keller  ess","mpb"
"285","as curvas da estrada de santos","roberto carlos","mpb","se você pretende saber quem eu sou eu posso lhe dizer entre no meu carro na estrada de santos e você vai me conhecer você vai pensar que eu não gosto nem mesmo de mim e que na minha idade só a velocidade anda junto a mim só ando sozinho e no meu caminho o tempo é cada vez menor preciso de ajuda  por favor me acuda eu vivo muito só se acaso numa curva eu me lembro do meu mundo eu piso mais fundo  corrijo num segundo não posso parar eu prefiro as curvas da estrada de santos onde eu tento esquecer um amor que eu tive e vi pelo espelho na distância se perder mas se amor que eu perdi eu novamente encontrar  oh as curvas se acabam e na estrada de santos não vou mais passar não  não vou mais passar  oh eu prefiro as curvas da estrada de santos onde eu tento esquecer um amor que eu tive e vi pelo espelho na distância se perder mas se amor que eu perdi eu novamente encontrar  oh  oh as curvas se acabam e na estrada de santos eu não vou mais passar não  não  não  não  não  não na estrada de santos as curvas se acabam e eu não vou mais passar não  não  não oh  na estrada de santos as curvas se acabam","mpb"
"286","era um garoto que como eu amava os beatles e os rolling stones (c'era un ragazzo)","os incríveis","mpb","era um garoto que como eu amava os beatles e os rolling stones girava o mundo sempre a cantar as coisas lindas da américa não era belo  mas mesmo assim havia mil garotas a fim cantava help and ticket to ride oh lady jane e yesterday cantava viva à liberdade mas uma carta  sem esperar da sua guitarra o separou fora chamado na américa stop  com rolling stones stop  com beatles songs mandado foi ao vietnã lutar com vietcongs ratá tá tá tá  tatá rá tá tá tatá tá tá tá  tatá rá tá tá tatá tá tá tá  tatá rá tá tá tatá tá tá tá era um garoto que como eu amava os beatles e os rolling stones girava o mundo  mas acabou fazendo a guerra no vietnã cabelos longos não usa mais não toca a sua guitarra  e sim um instrumento que sempre dá a mesma nota  ra tá tá tá não tem amigos  não vê garotas só gente morta caindo ao chão ao seu país não voltará pois está morto no vietnã stop  com rolling stones stop  com beatles songs no peito  um coração não há mas duas medalhas sim ratá tá tá tá  tatá rá tá tá tatá tá tá tá  tatá rá tá tá tatá tá tá tá  tatá rá tá tá tatá tá tá tá","mpb"
